id,title,vote_average,release_date,runtime,original_language,overview,poster_path,genres
90,Beverly Hills Cop,7.185,1984-12-05,105,en,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,"Action, Comedy, Crime"
9837,The Prince of Egypt,7.245,1998-12-16,99,en,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,"Adventure, Animation, Drama, Family"
8920,Garfield,5.669,2004-06-10,80,en,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",/vqwTSWNLyH55g8kBT61s2DgNYEp.jpg,"Animation, Comedy, Family"
10719,Elf,6.647,2003-10-09,97,en,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",/oOleziEempUPu96jkGs0Pj6tKxj.jpg,"Comedy, Family, Fantasy"
122081,Spring Breakers,5.216,2013-01-24,94,en,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",/3A1XjFB59rWwx92fM97s94RcBL3.jpg,"Drama, Crime"
515195,Yesterday,6.706,2019-06-26,116,en,"Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles.",/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg,"Comedy, Fantasy, Music, Romance"
9982,Chicken Little,5.88,2005-11-04,81,en,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",/1wg65q3daTE8rGfaUhBxLdXk6NL.jpg,"Animation, Family, Comedy"
8835,Legally Blonde,6.749,2001-07-13,96,en,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,"Comedy, Romance"
3981,What Women Want,6.434,2000-12-15,127,en,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg,"Comedy, Romance"
406,La Haine,8.087,1995-05-31,98,fr,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",/gfdhSzPyAWtAizqs4ytc0MwOlQg.jpg,Drama
345911,Lights Out,6.332,2016-07-21,81,en,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",/8BnElzAQQpp7ZgdJJiAe1diomr4.jpg,"Horror, Thriller, Mystery"
924,Dawn of the Dead,7.042,2004-03-19,101,en,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",/ttquyxStEEctzghtA2f4PUGprDr.jpg,"Horror, Action"
86838,Seven Psychopaths,6.809,2012-10-12,110,en,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,/cfkdwxJd1gWGmT9kI0XXYfXNLmw.jpg,"Comedy, Crime"
277216,Straight Outta Compton,7.785,2015-08-11,147,en,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,"Drama, Music, History"
6145,Fracture,7.277,2007-04-19,113,en,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",/qNen8x5gaikjIg9CFihgxYcJwQe.jpg,Thriller
340837,A Cure for Wellness,6.3,2017-02-15,146,en,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",/d4fXuJS3zZcAZfz2HYDtnwqtnwn.jpg,"Horror, Mystery, Science Fiction"
639933,The Northman,7.1,2022-04-07,137,en,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,"Action, Adventure, Fantasy"
48138,Unknown,6.667,2011-02-16,113,en,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",/aXBQD515okXQZmYA89ntXMvSJSd.jpg,"Action, Mystery, Thriller"
417678,"Everything, Everything",7.245,2017-05-18,96,en,"A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",/c8W3Go48Mw0GoNXsGK4W9hNO4Vf.jpg,"Drama, Romance"
7453,The Hitchhiker's Guide to the Galaxy,6.669,2005-04-28,109,en,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",/yr9A3KGQlxBh3yW0cmglsr8aMIz.jpg,"Adventure, Comedy, Science Fiction"
489999,Searching,7.6,2018-08-24,102,en,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",/9N0T3BaHZNdUCcMZQIM3yMUFwEh.jpg,"Thriller, Mystery, Drama"
1493,Miss Congeniality,6.52,2000-12-22,111,en,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",/q1m9ME0zvncnFDmKXC43RqZr8mU.jpg,"Comedy, Crime, Action"
36648,Blade: Trinity,5.855,2004-12-08,123,en,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",/rodqqX8NLe3cdcgBMc4CFTPidTy.jpg,"Action, Horror, Fantasy"
764,The Evil Dead,7.307,1981-09-10,85,en,Five vacationing college students unwittingly resurrect demonic spirits through the Book of the Dead. Now there is no escape. The guilty must be punished.,/uYxQ6xhP3WjqPZtxyAOnZQWnZqn.jpg,Horror
270487,"Hail, Caesar!",5.914,2016-02-05,106,en,"When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,"Comedy, Crime"
378064,A Silent Voice: The Movie,8.402,2016-09-17,130,ja,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,"Animation, Drama"
198277,Begin Again,7.245,2013-09-07,104,en,"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",/qx4HXHXt528hS4rwePZbZo20xqZ.jpg,"Comedy, Music, Romance, Drama"
16859,Kiki's Delivery Service,7.848,1989-07-29,103,ja,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,"Animation, Family, Fantasy, Adventure"
71,Billy Elliot,7.592,2000-09-28,110,en,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,/nOr5diUZxphmAD3li9aiILyI28F.jpg,"Drama, Comedy, Music"
75174,The Grey,6.563,2012-01-26,117,en,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway, are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,"Drama, Thriller, Action, Adventure"
417859,Puss in Boots,6.538,2011-10-27,90,en,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",/eufJ36oQCauDc427ewaEvQrhZ6i.jpg,"Animation, Family, Fantasy, Adventure, Comedy"
321258,The Boy,5.946,2016-01-22,97,en,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",/W4cdvWRHX1cKpod2KeK8WuHAHG.jpg,"Horror, Thriller, Mystery"
703,Annie Hall,7.751,1977-04-19,93,en,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,"Comedy, Drama, Romance"
7555,Rambo,6.653,2008-01-24,92,en,"In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.",/r8LPeldxskHrGJTPfhICguCip2H.jpg,"Action, Thriller, War"
938,For a Few Dollars More,8.016,1965-12-18,132,it,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,Western
2024,The Patriot,7.166,2000-06-28,165,en,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,"Drama, History, War, Action"
9078,The Sword in the Stone,7.248,1963-12-25,79,en,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",/dYQhKThGXl3xQv71Ysw0RSmVmBA.jpg,"Animation, Family"
64686,47 Ronin,6.154,2013-12-06,119,en,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,"Drama, Action, Fantasy"
9495,The Crow,7.502,1994-05-11,102,en,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg,"Fantasy, Action, Thriller"
9313,The Man in the Iron Mask,6.621,1998-03-12,132,en,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",/zHE9yRURvA7DyhYtQxkGTfE1Ywi.jpg,"Adventure, Action, Drama"
4148,Revolutionary Road,6.97,2008-12-19,119,en,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,/63PKnmHjaDcTAjZIfj6bWVN8gvw.jpg,"Drama, Romance"
508965,Klaus,8.25,2019-11-08,96,en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,"Animation, Family, Adventure, Comedy, Fantasy"
929,Godzilla,5.605,1998-05-20,138,en,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",/tqQ9Nt5C1Z5PRDPxYXQ4qwy5v5V.jpg,"Science Fiction, Action, Thriller"
13649,High School Musical 2,6.523,2007-08-17,111,en,"The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy, Gabriella, Chad, and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known, will he give up the Wildcats and Gabriella to rise to the top?",/la2kiVWDm2vuB4APZDgCCmuBh4K.jpg,"Comedy, Drama, Family, Music, Romance, TV Movie"
189,Sin City: A Dame to Kill For,6.4,2014-08-20,102,en,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,/rfjgJIOhJL9RpXe5xbadnXJ9Mt2.jpg,"Crime, Action, Thriller"
71676,Ghost Rider: Spirit of Vengeance,5.003,2011-12-10,96,en,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",/3nTr3jGCFs3wBjifokRHp3xJgP5.jpg,"Action, Fantasy, Thriller"
276907,Legend,7.032,2015-09-09,132,en,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg,"Crime, Thriller"
805,Rosemary's Baby,7.813,1968-06-12,138,en,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",/s8pdaHjxNPLXIA1WjSTWm00RJTz.jpg,"Drama, Horror, Thriller"
522938,Rambo: Last Blood,6.521,2019-09-19,89,en,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,"Action, Thriller, Drama"
35791,Resident Evil: Afterlife,6.04,2010-09-09,97,en,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",/qZHDnt8bnsD2cSJfIbjWbCkIq3G.jpg,"Action, Adventure, Horror, Science Fiction"
710,GoldenEye,6.88,1995-11-16,130,en,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon",/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,"Adventure, Action, Thriller"
301365,The Neon Demon,6.534,2016-05-31,118,en,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",/3rBo2AfWSlvsPmYFdJsNUMfkNIo.jpg,"Thriller, Horror"
41513,The Smurfs,5.767,2011-07-29,103,en,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,"Animation, Family, Adventure, Comedy, Fantasy"
72976,Lincoln,6.865,2012-11-09,149,en,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",/oOo905cttAIkHERDBya5sX6HbIV.jpg,"History, Drama"
257445,Goosebumps,6.3,2015-08-05,103,en,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,"Adventure, Horror, Comedy"
9286,Final Destination 3,6.1,2006-02-09,93,en,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,"Horror, Mystery"
1369,Rambo: First Blood Part II,6.619,1985-05-21,96,en,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,"Action, Adventure, Thriller, War"
529203,The Croods: A New Age,7.521,2020-11-25,95,en,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,"Animation, Family, Adventure, Fantasy, Comedy"
9392,The Descent,6.957,2005-07-08,99,en,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,"Adventure, Horror"
12153,White Chicks,6.919,2004-06-23,109,en,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,"Comedy, Crime"
2832,Identity,7.18,2003-04-25,90,en,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",/bnidwEvWNAVJ3Uco9wWtuzWAfrx.jpg,"Mystery, Thriller"
2123,"Me, Myself & Irene",6.587,2000-06-22,116,en,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,Comedy
9762,Step Up,6.878,2006-08-11,104,en,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",/9Y2i54Etpx7JvCxj6D8P3VAH152.jpg,"Music, Drama, Romance, Crime"
40807,50/50,7.2,2011-09-30,100,en,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg,"Comedy, Drama"
9919,How to Lose a Guy in 10 Days,6.754,2003-02-07,116,en,"It’s the battle of wills, as Andie (Kate Hudson) needs to prove she can dump a guy in 10 days, whereas Ben (Matthew McConaughey) needs to prove he can win a girl in 10 days. Now, the clock is ticking - and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",/2dlftyPz7mTYbrsPvTogyFmYd7d.jpg,"Comedy, Romance"
9798,Enemy of the State,7.009,1998-11-20,132,en,"When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.",/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,"Action, Drama, Thriller"
11619,Flushed Away,6.265,2006-10-22,84,en,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",/78czzq4yOr3yN2znedu0kWyv2Um.jpg,"Adventure, Animation, Comedy, Family"
10330,Freaky Friday,6.462,2003-08-05,97,en,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg,"Comedy, Family, Fantasy"
10501,The Road to El Dorado,7.244,2000-03-31,89,en,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg,"Family, Adventure, Animation, Comedy, Fantasy"
402,Basic Instinct,6.888,1992-03-20,127,en,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,"Thriller, Mystery"
301337,Downsizing,5.321,2017-12-22,135,en,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,/l7iJoJBoP046hWyeeC2CQ6knOeK.jpg,"Drama, Science Fiction"
10483,Death Race,6.25,2008-08-22,105,en,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg,"Action, Thriller, Science Fiction"
296099,Vacation,6.298,2015-07-28,99,en,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",/z79MzBerDAW2EOQZCobFTO4dJ7P.jpg,Comedy
10189,Pineapple Express,6.623,2008-08-06,111,en,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,"Action, Comedy, Crime"
1924,Superman,7.116,1978-12-14,143,en,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,"Science Fiction, Action, Adventure"
20766,The Road,6.998,2009-11-25,111,en,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg,"Adventure, Drama"
613,Downfall,7.847,2004-09-16,156,de,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg,"Drama, History, War"
7350,The Bucket List,7.181,2007-12-25,97,en,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",/idbNSe8zsYKQL97dJApfOrDSdya.jpg,"Drama, Comedy"
5038,Vicky Cristina Barcelona,6.792,2008-08-15,96,en,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",/gjdUhi3Q8BHFFmFLvVtjInUYdBM.jpg,"Drama, Romance"
2898,As Good as It Gets,7.393,1997-12-19,139,en,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,"Drama, Comedy, Romance"
14756,Ip Man,7.8,2008-12-12,106,cn,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",/ggTTUXZg7trvAhsVj3eyd65bAnh.jpg,"Drama, Action, History"
10661,You Don't Mess with the Zohan,5.702,2008-06-05,113,en,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,"Comedy, Action"
